rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
116,full_grid,0.013366337,0.012871287,0.037042079,5.056678378e+02,1.292002423e-01,3.913830412e+03,6353,-3.900322796e-08,2.725432537e-06,4.265029248e-10,1.170936784e-03
117,full_grid,-0.020297030,-0.020297030,0.037679208,2.607383885e+02,1.299608303e-01,2.006284415e+03,6353,-9.886460917e-09,5.503255759e-07,1.286194478e-10,3.969602222e-04
118,full_grid,0.020297030,-0.020297030,0.037679208,2.607383885e+02,1.299608303e-01,2.006284415e+03,6353,-9.886460917e-09,5.503255759e-07,1.286194478e-10,3.969602222e-04
119,full_grid,-0.020297030,0.020297030,0.037679208,2.607383885e+02,1.299608303e-01,2.006284415e+03,6353,-9.886460917e-09,5.503255759e-07,1.286194478e-10,3.969602222e-04
120,full_grid,0.020297030,0.020297030,0.037679208,2.607383885e+02,1.299608303e-01,2.006284415e+03,6353,-9.886460917e-09,5.503255759e-07,1.286194478e-10,3.969602222e-04
121,full_grid,-0.013366337,0.044554455,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
122,full_grid,0.044554455,-0.013366337,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
123,full_grid,0.013366337,-0.044554455,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
124,full_grid,0.044554455,0.013366337,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
125,full_grid,0.013366337,0.044554455,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
126,full_grid,-0.044554455,-0.013366337,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
127,full_grid,-0.044554455,0.013366337,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
128,full_grid,-0.013366337,-0.044554455,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
129,full_grid,-0.039108911,0.000000000,0.013893069,1.900844479e+03,1.526053853e-01,1.245594626e+04,6353,-2.018741065e-07,6.601150045e-06,3.742409488e-09,7.821428201e-03
130,full_grid,0.000000000,-0.039108911,0.013893069,1.900844479e+03,1.526053853e-01,1.245594626e+04,6353,-2.018741065e-07,6.601150045e-06,3.742409488e-09,7.821428201e-03
131,full_grid,0.000000000,0.039108911,0.013893069,1.900844479e+03,1.526053853e-01,1.245594626e+04,6353,-2.018741065e-07,6.601150045e-06,3.742409488e-09,7.821428201e-03
132,full_grid,0.039108911,0.000000000,0.013893069,1.900844479e+03,1.526053853e-01,1.245594626e+04,6353,-2.018741065e-07,6.601150045e-06,3.742409488e-09,7.821428201e-03
133,full_grid,0.012871287,0.016831683,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
134,full_grid,0.016831683,0.012871287,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
135,full_grid,-0.016831683,0.012871287,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
136,full_grid,0.012871287,-0.016831683,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
137,full_grid,-0.016831683,-0.012871287,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
138,full_grid,0.016831683,-0.012871287,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
139,full_grid,-0.012871287,0.016831683,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
140,full_grid,-0.012871287,-0.016831683,0.004336139,4.071263133e+03,1.583792783e-01,2.570578157e+04,5616,-8.367539070e-07,2.025115811e-04,2.573872760e-08,1.985125139e-01
141,full_grid,-0.001485149,0.012871287,0.014105446,3.608301287e+03,1.719593224e-01,2.098345840e+04,6353,-9.592824020e-07,5.613565120e-05,-4.486710597e-09,1.442793189e-02
142,full_grid,-0.012871287,-0.001485149,0.014105446,3.608301287e+03,1.719593224e-01,2.098345840e+04,6353,-9.592824020e-07,5.613565120e-05,-4.486710597e-09,1.442793189e-02
143,full_grid,-0.012871287,0.001485149,0.014105446,3.608301287e+03,1.719593224e-01,2.098345840e+04,6353,-9.592824020e-07,5.613565120e-05,-4.486710597e-09,1.442793189e-02
144,full_grid,0.001485149,0.012871287,0.014105446,3.608301287e+03,1.719593224e-01,2.098345840e+04,6353,-9.592824020e-07,5.613565120e-05,-4.486710597e-09,1.442793189e-02
145,full_grid,0.012871287,-0.001485149,0.014105446,3.608301287e+03,1.719593224e-01,2.098345840e+04,6353,-9.592824020e-07,5.613565120e-05,-4.486710597e-09,1.442793189e-02
146,full_grid,0.012871287,0.001485149,0.014105446,3.608301287e+03,1.719593224e-01,2.098345840e+04,6353,-9.592824020e-07,5.613565120e-05,-4.486710597e-09,1.442793189e-02
